"","Language","GB257","GB260","GB262","GB263","GB264","GB285","GB286","GB291","GB297","Marking","Particles","Position","Latitude","Longitude"
"1722","sekp1241","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",7.16751,0.5886
"1723","sela1259","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-8.18376,130.961
"1724","sela1260","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-6.10145,120.496
"1725","sele1249","0","0","?","?","?","0","0","?","?","UnknownQuestionMarking","No particle","No particle",7.17462,0.42458
"1726","sema1265","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",4.1217,102.816
"1727","sema1266","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.13257,101.477
"1728","seme1247","1","0","1","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",2.82799,102.806
"1729","sene1264","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",42.56,-77.53
"1730","seng1281","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-6.16474,149.784
"1731","seri1257","1","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",28.9877,-112.384
"1732","serr1255","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",33.9479,-116.772
"1733","seve1240","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",53.9092,-89.9331
"1734","sgaw1245","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",17.9872,97.7126
"1735","shab1252","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",7.64407,35.223
"1736","sham1280","1","0","?","?","?","?","0","?","?","IntonationOnly","No particle","No particle",-4.8,38.29
"1737","shan1283","0","0","1","0","0","0","1","0","0","MultipleStrategies","Particle","Initial",-8.00919,-73.3264
"1738","shas1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",41.7587,-122.738
"1739","shaw1249","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",40,-83
"1740","shee1238","1","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",23.0399,114.814
"1741","shek1245","1","?","?","?","?","?","1","?","?","MultipleStrategies","No particle","No particle",7.05022,35.2826
"1742","sher1257","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",27.0035,92.5799
"1743","sher1258","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",7.77585,-12.7405
"1744","shil1265","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",9.85472,31.7926
"1745","ship1254","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",-7.17105,-74.8219
"1746","shix1238","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",28.3895,100.4
"1747","shol1240","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",11.9458,77.2211
"1748","shon1251","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-17.20849,29.75725
"1749","shor1247","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",52.3261,88.4344
"1750","shos1248","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",41,-116
"1751","shua1257","?","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-3.45136,-78.1892
"1752","shwe1236","0","0","0","1","1","0","0","0","0","ParticleOnly","Particle","Multiple",23.6729,97.7972
"1753","siam1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.998,-4.92143
"1754","siaw1243","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",-4.05312,141.42
"1755","sibe1251","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",61.972,94.689
"1756","sich1238","0","0","0","1","0","1","0","0","0","MultipleStrategies","Particle","Final",28.1947,102.121
"1757","sici1248","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",37.5735,14.0414
"1758","sici1249","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",11.1789,-5.28932
"1759","sida1246","1","0","0","0","0","0","0","?","?","IntonationOnly","No particle","No particle",6.74176,38.3729
"1760","siee1239","1","0","1","1","?","?","?","1","?","MultipleStrategies","Particle","Multiple",-18.8181,169.166
"1761","sier1248","?","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",18.45,-96.9
"1762","sier1250","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",17.4219,-96.6191
"1763","sika1261","?","0","?","?","?","0","0","0","0","UnknownQuestionMarking","No particle","No particle",-8.378194,162.72952
"1764","siks1238","?","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",49.0669,-113.109
"1765","siku1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",2.69113,95.9636
"1766","sile1255","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-4.98243,145.225
"1767","simb1256","1","?","?","?","?","?","?","?","?","IntonationOnly","No particle","No particle",-8.26947,156.541
"1768","sina1266","1","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",-9.79791,147.861
"1769","sing1264","0","1","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",27.296,95.606
"1770","sini1242","0","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",13.7206,-0.78772
"1771","sion1247","0","0","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",0.31733,-76.0237
"1772","sioo1240","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-5.96037,147.353
"1773","sira1267","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",22.9777,120.315
"1774","siri1273","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-15.5298,-63.9688
"1775","siri1274","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",0.436515,-70.184
"1776","sirz1237","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",42.171599,47.332115
"1777","situ1238","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",31.590536,102.660664
"1778","sius1254","?","?","0","1","?","0","0","0","?","ParticleOnly","Particle","Final",42.5111,-124.379
"1779","siwi1239","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",29.200415,25.519627
"1780","siwu1238","?","0","?","?","?","0","0","?","?","UnknownQuestionMarking","No particle","No particle",7.23811,0.44362
"1781","siyi1240","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",23.8192,93.6884
"1782","skol1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",68.8326,29.7204
"1783","slov1268","1","1","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",46.2543,14.7766
"1784","sobe1238","?","?","0","0","0","?","?","?","0","UnknownQuestionMarking","No particle","No particle",-1.86998,138.75
"1785","soch1239","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",17.7985,-96.6079
"1786","soga1242","0","0","0","0","0","0","0","1","0","ToneOnly","No particle","No particle",0.40456,33.3942
"1787","soli1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-15.5213,28.7934
"1788","soni1259","0","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",13.1273,-11.7178
"1789","sons1242","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",5.328596,132.221282
"1790","sooo1254","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",16.9081,105.001
"1791","sooo1256","1","0","0","0","0","0","0","?","?","IntonationOnly","No particle","No particle",2.58367,34.7595
"1792","sora1254","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",19.1213,84.19
"1793","sout1528","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",44.15,18.81
"1794","sout1549","1","?","?","?","?","?","?","0","?","IntonationOnly","No particle","No particle",19.6908,78.5936
"1795","sout2649","?","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",37.17,68.25
"1796","sout2674","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",62.8801,13.7006
"1797","sout2715","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",28.106,84.8511
"1798","sout2728","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",31.5392,103.384
"1799","sout2729","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",27.8408,100.622
"1800","sout2730","0","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",25.519,100.289
"1801","sout2782","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.51408,13.6164
"1802","sout2797","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",10.877,-4.65678
"1803","sout2807","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",-28.78,27.89
"1804","sout2826","?","?","1","?","?","?","?","?","?","ParticleOnly","Particle","Initial",4.47607,-7.56872
"1805","sout2856","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-17.7006,168.377
"1806","sout2857","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-16.5116,167.477
"1807","sout2859","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-16.2975,168.211
"1808","sout2869","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-19.57953,169.35603
"1809","sout2895","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-3.23411,129.148
"1810","sout2896","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",-8.49783,123.531
"1811","sout2912","?","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",13.6989,124.29
"1812","sout2918","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",4.755836,119.483887
"1813","sout2954","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",28.1955,129.285
"1814","sout2956","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",53.2616,-132.008
"1815","sout2959","1","0","1","0","1","0","0","0","0","MultipleStrategies","Particle","Multiple",59.8794,-117.047
"1816","sout2976","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",23.1584,-103.983
"1817","sout2985","?","0","0","0","1","0","0","0","?","ParticleOnly","Particle","Other",38.2363,-120.507
"1818","sout2989","?","0","0","0","1","1","1","0","0","MultipleStrategies","Particle","Other",-23.427556,-57.945626
"1819","sout2994","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",-14.3707,-59.5187
"1820","sout2996","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",-17.1417,-70.3442
"1821","sout3236","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.98,35.51
"1822","sout3262","1","?","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",58.6626,85.8581
"1823","sril1245","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",6.91603,79.864
"1824","stan1289","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",41.453,1.569
"1825","stan1290","1","1","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",48,2
"1826","stan1293","1","1","0","0","0","0","0","0","0","MultipleStrategies","No particle","No particle",53,-1
"1827","stan1306","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",3.08896,101.699
"1828","stan1318","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",27.9625,43.8525
"1829","suba1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-0.95719,34.1033
"1830","suda1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",5.654,28.774
"1831","sude1239","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.5229,153.488
"1832","suku1259","?","?","?","?","?","?","?","1","?","ToneOnly","No particle","No particle",-5.76495,17.7736
"1833","suku1261","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-3.16082,32.8765
"1834","sume1241","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",31.3,45.6667
"1835","sumi1235","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",25.9996,94.4235
"1836","sund1252","1","0","0","1","0","1","0","1","0","MultipleStrategies","Particle","Final",-6.89708,107.106
"1837","sunw1242","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",27.5201,86.2476
"1838","supy1237","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",11.632,-5.87709
"1839","surg1248","?","0","0","0","0","?","?","0","0","UnknownQuestionMarking","No particle","No particle",61.25,73.35
"1840","surs1246","1","0","?","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-3.99078,152.768
"1841","suru1261","0","0","0","0","1","0","0","?","0","ParticleOnly","Particle","Other",-5.9271,-48.588
"1842","susu1250","1","0","1","1","0","?","0","1","?","MultipleStrategies","Particle","Multiple",10.4046,-13.3628
"1843","swah1253","1","0","?","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-8.25605,37.624
"1844","swed1254","?","1","0","0","0","0","0","0","0","WordOrderOnly","No particle","No particle",59.800634,17.389526
"1845","taba1263","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.46563,127.633
"1846","tabo1241","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-8.09387,143.305
"1847","tafi1243","1","0","0","1","0","0","0","?","?","MultipleStrategies","Particle","Final",6.79522,0.39875
"1848","taga1272","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",6.9712,125.175
"1849","tagb1258","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",9.54263,118.497
"1850","tagi1241","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",27.986064,94.221711
"1851","tago1246","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",12.0346,30.9306
"1852","tagw1240","?","?","?","?","?","?","?","1","?","ToneOnly","No particle","No particle",8.67053,-5.17372
"1853","taha1241","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",22.5908,8.73169
"1854","tahi1242","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-17.6485,-149.45
"1855","taia1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-4.05047,144.506
"1856","taib1242","0","0","0","1","1","1","1","0","0","MultipleStrategies","Particle","Multiple",25.0853403,121.4231642
"1857","taji1246","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-0.31553,120.01
"1858","take1257","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",42.423,-123.452
"1859","taku1257","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.773094,157.032085
"1860","tali1259","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-9.76764,160.231
"1861","tama1331","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",14.332,21.9951
"1862","tama1365","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",14.2038,-2.41269
"1863","tamb1254","1","0","0","0","0","?","?","0","?","IntonationOnly","No particle","No particle",5.68284,116.373
"1864","tami1289","0","0","0","0","0","0","0","0","1","VNotVOnly","No particle","No particle",10.520219,78.825989
"1865","tami1290","?","?","?","?","?","?","?","0","?","UnknownQuestionMarking","No particle","No particle",-6.70017,147.732
"1866","tane1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.68,166.97
"1867","tang1334","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",38.894904,102.246464
"1868","tang1336","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",25.0489,94.3567
"1869","tang1347","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-15.5643,166.958
"1870","tang1348","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-4.08824,153.611
"1871","tang1373","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",35.803799,103.54273
"1872","tang1377","?","0","0","0","0","0","1","?","0","MorphOnly","No particle","No particle",28.95,94.98
"1873","tani1257","0","0","?","?","?","?","0","?","?","UnknownQuestionMarking","No particle","No particle",-0.59023,-70.3853
"1874","tanz1241","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.779,35.459
"1875","tara1313","0","0","0","0","0","0","0","0","1","VNotVOnly","No particle","No particle",24.4003,94.1703
"1876","tara1319","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",24.7564,125.363
"1877","tari1256","0","0","0","0","0","0","0","0","?","UnknownQuestionMarking","No particle","No particle",0.440205,-68.9042
"1878","tari1263","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",34.916974,-3.430616
"1879","tata1255","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",55,50
"1880","tata1257","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",5.49808,115.553
"1881","tata1258","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",16.2963,-97.5311
"1882","taul1251","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-4.44425,152.095
"1883","taus1251","?","0","0","0","0","0","0","0","0","UnknownQuestionMarking","No particle","No particle",5.12236,118.88
"1884","taus1253","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",-3.22497,-75.5603
"1885","tawa1286","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",13.9878,4.47692
"1886","taya1257","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",16.9232,7.6743
"1887","tbol1240","0","0","0","0","1","0","0","0","0","ParticleOnly","Particle","Other",6.20377,124.538
"1888","tean1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.6752,166.868
"1889","teda1241","?","0","0","0","0","0","1","?","0","MorphOnly","No particle","No particle",18.0426,14.7717
"1890","tedi1235","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",23.6079,93.519
"1891","tega1236","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",11.9523,31.1112
"1892","tehu1242","?","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",-47.5796,-68.3235
"1893","teke1275","1","1","0","0","0","0","0","0","0","MultipleStrategies","No particle","No particle",-1.61688,14.8664
"1894","tekt1235","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",15.4599,-92.1136
"1895","telu1262","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",16.4529,78.7024
"1896","tema1239","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",19.3282,-99.7968
"1897","temb1272","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",2.0246,20.36849
"1898","temi1246","?","?","?","1","?","?","?","0","?","ParticleOnly","Particle","Final",4.974,101.438
"1899","temo1245","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",19.6001,-99.6541
"1900","temp1235","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",6.36389,116.545
"1901","tene1248","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",14.0675,-3.37158
"1902","teng1272","?","?","1","?","?","?","?","?","?","ParticleOnly","Particle","Initial",-7.89069,113.037
"1903","tenn1246","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",4.91107,32.6307
"1904","teop1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-5.67474,154.971
"1905","tepe1278","?","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",19.2343,-101.729
"1906","tera1251","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",11.0376,11.80953
"1907","teri1250","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",9.067,-82.9631
"1908","tern1247","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",0.80562,127.333
"1909","tete1251","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",18.8854,-98.893
"1910","tetu1246","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-8.58405,125.583
"1911","teun1241","?","?","0","0","0","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-6.97086,129.143718
"1912","tezo1238","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",17.6155,-97.9002
"1913","thad1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",24.096,93.722
"1914","thak1245","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",28.7014,83.6466
"1915","than1259","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",28.7554,85.7657
"1916","thao1240","1","0","0","?","0","0","0","0","?","IntonationOnly","No particle","No particle",23.8333,120.93
"1917","thar1283","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-0.13221,38.073
"1918","thir1234","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",35.7653,-110.535
"1919","thul1246","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",27.5389,87.6063
"1920","thur1254","?","0","0","0","0","?","0","?","?","UnknownQuestionMarking","No particle","No particle",-34.634,150.721
"1921","tibe1272","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",28.3681,90.1872
"1922","tibe1274","?","?","?","?","?","?","?","?","0","UnknownQuestionMarking","No particle","No particle",5.30535,11.3103
"1923","ticu1245","0","0","1","0","0","0","0","0","0","ParticleOnly","Particle","Initial",-3.66289,-69.8723
"1924","tief1242","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.7184,-4.52619
"1925","tief1244","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.85,-4.45
"1926","tien1242","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-2.84694,16.4765
"1927","tiga1245","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-2.70951,150.893
"1928","tigo1236","0","0","0","1","0","0","0","1","0","MultipleStrategies","Particle","Final",6.983995,10.70849
"1929","tika1246","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",5.87004,11.6104
"1930","tiko1237","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-12.2766,168.822
"1931","tilu1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",27.2203,86.4694
"1932","timn1235","0","0","0","1","0","0","1","0","0","MultipleStrategies","Particle","Final",8.90294,-12.3331
"1933","timu1262","1","0","?","?","?","0","0","0","0","IntonationOnly","No particle","No particle",5.1796,115.826
"1934","tina1248","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",15.5797,120.095
"1935","tira1254","0","0","0","1","0","0","0","?","?","ParticleOnly","Particle","Final",11.0963,30.8092
"1936","tiri1258","1","0","0","1","1","0","0","0","0","MultipleStrategies","Particle","Multiple",-21.8147,165.792
"1937","tiri1261","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-21.8147,165.792
"1938","tiru1241","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",6.77321,124.127
"1939","tita1241","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-2.18168,146.888
"1940","tivv1240","?","0","0","1","0","0","0","0","?","ParticleOnly","Particle","Final",6.88039,9.26287
"1941","toab1237","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-8.39233,160.619
"1942","toar1246","1","0","0","0","0","0","1","0","0","MultipleStrategies","No particle","No particle",-8.07231,146.206
"1943","toba1268","1","0","0","0","1","0","1","0","0","MultipleStrategies","Particle","Other",-21.5474,-58.0158
"1944","tobe1252","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",1.0946,128.154
"1945","toda1252","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",11.4184,77.0168
"1946","toho1245","1","0","1","1","1","0","0","0","?","MultipleStrategies","Particle","Multiple",31.7973,-111.995
"1947","tojo1241","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",16.2572,-91.7825
"1948","toke1240","1","0","0","0","1","0","0","0","0","MultipleStrategies","Particle","Other",-9.227642,-171.780833
"1949","tokp1240","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",-9.41971,147.303
"1950","toll1241","0","0","?","?","1","0","0","0","0","ParticleOnly","Particle","Other",14.6686,-87.0372
"1951","tolo1255","?","?","0","?","0","0","0","?","?","UnknownQuestionMarking","No particle","No particle",-15.1569,166.772
"1952","toma1245","1","0","0","1","0","0","0","?","?","MultipleStrategies","Particle","Final",8.20383,-9.23439
"1953","tomb1244","1","?","?","?","?","0","?","?","?","IntonationOnly","No particle","No particle",6.2892,117.322
"1954","tomm1242","1","0","0","1","0","0","0","0","0","MultipleStrategies","Particle","Final",14.756,-3.28
"1955","tond1249","1","0","1","1","0","0","0","0","0","MultipleStrategies","Particle","Multiple",15.262989,-2.816163
"1956","tong1308","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",6.88137,100.102
"1957","tong1318","0","?","1","0","0","?","?","0","?","ParticleOnly","Particle","Initial",-17.422325,27.103495
"1958","tong1325","1","0","0","0","0","0","0","1","?","MultipleStrategies","No particle","No particle",-21.17,-175.25
"1959","tong1329","0","0","0","0","0","0","0","0","0","NoQuestionMarking","No particle","No particle",34.1,-118.11
"1960","tonk1249","0","0","0","0","0","0","1","0","0","MorphOnly","No particle","No particle",30.25,-96.75
"1961","toor1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",0.57291,30.6389
"1962","tora1259","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-6.19922,155.496
"1963","torr1261","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.066,142.692
"1964","tosk1239","1","0","1","0","0","0","0","0","0","MultipleStrategies","Particle","Initial",41,20
"1965","tote1238","?","0","0","0","0","0","0","?","0","UnknownQuestionMarking","No particle","No particle",-16.9575,24.3751
"1966","toto1302","0","0","0","?","0","0","?","0","0","UnknownQuestionMarking","No particle","No particle",26.67,88.975
"1967","touo1238","?","?","?","?","?","?","?","?","?","UnknownQuestionMarking","No particle","No particle",-8.58405,157.296
"1968","trin1274","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-15.3331,-65.4096
"1969","trio1238","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",2.53616,-55.7599
"1970","trum1247","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-11.8119,-53.5717
"1971","tsam1247","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",5.3097,36.9139
"1972","tsat1238","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",18.3192,109.336
"1973","tsha1245","?","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",27.3694,91.7741
"1974","tsis1238","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",10.2882,5.11073
"1975","tsix1234","0","0","0","1","0","0","0","0","1","MultipleStrategies","Particle","Final",-19.180953,23.998153
"1976","tsog1243","1","0","0","?","?","0","?","0","0","IntonationOnly","No particle","No particle",-1.55469,11.1359
"1977","tson1249","0","0","1","1","0","0","0","0","0","ParticleOnly","Particle","Multiple",-23.5754,31.8105
"1978","tswa1253","1","0","0","0","0","0","0","0","0","IntonationOnly","No particle","No particle",-24.368,24.7587
"1979","tswa1255","0","0","0","1","0","0","0","0","0","ParticleOnly","Particle","Final",-22.9891,32.4287
